transaction_id,customer_id,branch_id,channel,transaction_type,amount,currency,timestamp,status
T5031,C1072,B0000,mobile,payment,39.42,GBP,2018-01-02 08:09:00,completed
T5032,C1093,B0004,ATM,deposit,20.24,USD,2018-01-02 08:40:00,denied
T5033,C1020,B0006,ATM,payment,11.77,GBP,2018-01-02 09:47:00,completed
T5034,C1003,B0006,mobile,deposit,72.48,GBP,2018-01-02 10:55:00,completed
T5035,C1065,B0003,web,withdrawal,51.18,USD,2018-01-02 12:09:00,completed
T5036,C1130,B0000,mobile,withdrawal,36.71,GBP,2018-01-02 13:26:00,completed
T5037,C1074,B0000,branch,transfer,10.08,GBP,2018-01-02 14:56:00,denied
T5038,C1146,B0013,branch,withdrawal,39.63,GBP,2018-01-02 16:24:00,completed
T5039,C1068,B0012,ATM,transfer,21.23,USD,2018-01-02 17:21:00,completed
T5040,C1044,B0014,web,withdrawal,24.31,AUD,2018-01-02 17:57:00,completed
T5041,C1167,B0009,ATM,withdrawal,32.3,USD,2018-01-02 19:16:00,completed
T5042,C1145,B0004,mobile,payment,1.0,USD,2018-01-02 20:06:00,completed
T5043,C1153,B0007,web,withdrawal,1.0,USD,2018-01-02 20:55:00,pending
T5044,C1170,B0009,web,payment,15210.06,USD,2018-01-02 22:32:00,completed
T5045,C1054,B0004,mobile,withdrawal,42.38,USD,2018-01-03 00:02:00,completed
T5046,C1135,B0008,mobile,deposit,4.22,USD,2018-01-03 00:31:00,denied
T5047,C1080,B0002,ATM,deposit,37.89,GBP,2018-01-03 01:25:00,completed
T5048,C1144,B0004,mobile,deposit,17.97,USD,2018-01-03 02:13:00,completed
T5049,C1115,B0012,web,withdrawal,10.91,USD,2018-01-03 02:42:00,completed
T5050,C1035,B0003,web,withdrawal,31.72,USD,2018-01-03 03:25:00,completed
T5051,C1047,B0003,mobile,deposit,24.41,USD,2018-01-03 04:35:00,completed
T5052,C1051,B0004,web,deposit,1.37,USD,2018-01-03 05:43:00,completed
T5053,C1006,B0014,web,payment,9.78,AUD,2018-01-03 06:24:00,pending
T5054,C1099,B0001,ATM,payment,44.28,USD,2018-01-03 06:53:00,pending
T5055,C1046,B0005,ATM,deposit,17.81,EUR,2018-01-03 07:20:00,completed
T5056,C1029,B0001,web,payment,36.1,USD,2018-01-03 07:49:00,completed
T5057,C1152,B0014,ATM,payment,1.0,AUD,2018-01-03 08:25:00,pending
T5058,C1058,B0008,mobile,payment,32.66,USD,2018-01-03 09:09:00,completed
T5059,C1007,B0011,branch,payment,39.72,GBP,2018-01-03 10:11:00,completed
T5060,C1092,B0014,ATM,deposit,26.81,AUD,2018-01-03 11:17:00,completed
T5061,C1176,B0003,branch,deposit,38.6,USD,2018-01-03 11:34:00,completed
T5062,C1036,B0004,ATM,withdrawal,20.74,USD,2018-01-03 12:30:00,completed
T5063,C1013,B0012,mobile,withdrawal,30.22,USD,2018-01-03 14:20:00,completed
T5064,C1073,B0014,ATM,withdrawal,25.8,AUD,2018-01-03 16:07:00,completed
T5065,C1056,B0000,web,transfer,22695.23,GBP,2018-01-03 17:21:00,completed
T5066,C1173,B0005,ATM,payment,58.44,EUR,2018-01-03 18:34:00,completed
T5067,C1130,B0007,ATM,payment,2.02,USD,2018-01-03 18:56:00,completed
T5068,C1118,B0004,mobile,payment,23.53,USD,2018-01-03 20:20:00,completed
T5069,C1131,B0001,mobile,payment,34.41,USD,2018-01-03 20:49:00,completed
T5070,C1082,B0006,ATM,payment,32.28,,2018-01-03 22:26:00,pending
T5071,C1155,B0012,ATM,withdrawal,11.86,USD,2018-01-03 23:35:00,completed
T5072,C1166,B0014,web,deposit,24.16,AUD,2018-01-04 00:38:00,completed
T5073,C1134,B0014,ATM,deposit,47.67,AUD,2018-01-04 01:58:00,completed
T5074,C1057,B0012,mobile,withdrawal,4.44,USD,2018-01-04 02:44:00,completed
T5075,C1116,B0009,ATM,withdrawal,5.56,USD,2018-01-04 03:21:00,completed
T5076,C1098,B0011,web,withdrawal,44.2,GBP,2018-01-04 04:36:00,completed
T5077,C1073,B0002,mobile,deposit,46.15,GBP,2018-01-04 06:03:00,completed
T5078,C1017,B0014,web,deposit,4.59,AUD,2018-01-04 07:01:00,completed
T5079,C1016,B0006,web,payment,36.42,GBP,2018-01-04 07:16:00,completed
T5080,C1093,B0001,mobile,payment,23.79,USD,2018-01-04 07:54:00,denied
T5081,C1127,B0007,web,payment,70.58,USD,2018-01-04 09:09:00,completed
T5082,C1008,B0002,ATM,deposit,61.37,GBP,2018-01-04 09:45:00,completed
T5083,C1126,B0002,web,payment,75.61,GBP,2018-01-04 11:21:00,completed
T5084,C1118,B0002,web,transfer,34.83,GBP,2018-01-04 12:25:00,completed
T5085,C1072,B0013,mobile,withdrawal,1.0,GBP,2018-01-04 13:35:00,completed
T5086,C1031,B0010,mobile,transfer,15.81,USD,2018-01-04 13:56:00,completed
T5087,C1052,B0013,ATM,transfer,35.52,GBP,2018-01-04 15:15:00,completed
T5088,C1045,B0009,branch,withdrawal,43.36,USD,2018-01-04 16:26:00,completed
T5089,C1031,B0000,web,withdrawal,60.26,GBP,2018-01-04 18:09:00,completed
T5090,C1140,B0014,mobile,withdrawal,34.06,AUD,2018-01-04 19:28:00,completed
T5091,C1173,B0002,ATM,withdrawal,24.65,GBP,2018-01-04 20:21:00,completed
T5092,C1166,B0005,web,withdrawal,10.36,EUR,2018-01-04 20:32:00,denied
T5093,C1117,B0014,ATM,withdrawal,33.76,AUD,2018-01-04 21:35:00,completed
T5094,C1025,B0012,mobile,withdrawal,23.93,USD,2018-01-04 21:58:00,denied
T5095,C1163,B0001,ATM,payment,59.72,USD,2018-01-04 23:02:00,completed
T5096,C1063,B0001,web,payment,59.71,USD,2018-01-04 23:17:00,completed
T5097,C1082,B0006,web,deposit,85.74,GBP,2018-01-05 00:30:00,completed
T5098,C1154,B0005,web,withdrawal,8.09,,2018-01-05 01:35:00,pending
T5099,C1089,B0004,mobile,withdrawal,35.69,USD,2018-01-05 02:46:00,completed
T5100,C1115,B0005,ATM,deposit,38.31,EUR,2018-01-05 03:33:00,completed
T5101,C1086,B0005,ATM,withdrawal,65.31,EUR,2018-01-05 04:17:00,completed
T5102,C1065,B0001,mobile,deposit,13.24,USD,2018-01-05 04:53:00,denied
T5103,C1055,B0013,web,withdrawal,3.21,GBP,2018-01-05 05:59:00,completed
T5104,C1085,B0000,ATM,payment,58.9,GBP,2018-01-05 07:28:00,completed
T5105,C1017,B0003,web,deposit,6.75,USD,2018-01-05 08:56:00,completed
T5106,C1126,B0008,mobile,deposit,49.19,USD,2018-01-05 10:00:00,completed
T5107,C1130,B0007,branch,payment,7.15,USD,2018-01-05 11:13:00,pending
T5108,C1112,B0011,web,withdrawal,22.22,GBP,2018-01-05 12:23:00,completed
T5109,C1043,B0010,mobile,withdrawal,74.94,USD,2018-01-05 14:01:00,completed
T5110,C1176,B0003,ATM,transfer,23.05,USD,2018-01-05 15:14:00,pending
T5111,C1066,B0010,branch,transfer,26651.43,USD,2018-01-05 15:24:00,completed
T5112,C1150,B0010,web,transfer,30.21,USD,2018-01-05 16:04:00,completed
T5113,C1017,B0002,mobile,transfer,81.65,GBP,2018-01-05 17:05:00,completed
T5114,C1055,B0010,mobile,payment,46.53,USD,2018-01-05 18:10:00,denied
T5115,C1053,B0009,web,payment,7.76,USD,2018-01-05 19:20:00,pending
T5116,C1044,B0004,mobile,withdrawal,28.71,USD,2018-01-05 20:39:00,completed
T5117,C1081,B0012,web,payment,105.75,USD,2018-01-05 21:12:00,completed
T5118,C1023,B0011,ATM,withdrawal,47.22,GBP,2018-01-05 22:16:00,completed
T5119,C1065,B0006,mobile,payment,63.6,GBP,2018-01-05 23:19:00,completed
T5120,C1116,B0002,web,payment,63519.67,GBP,2018-01-05 23:56:00,completed
T5121,C1000,B0001,mobile,withdrawal,36.15,USD,2018-01-06 00:17:00,completed
T5122,C1145,B0007,mobile,withdrawal,80942.63,USD,2018-01-06 01:34:00,completed
T5123,C1038,B0002,ATM,withdrawal,32.01,GBP,2018-01-06 02:06:00,completed
T5124,C1013,B0004,web,deposit,57.31,USD,2018-01-06 03:15:00,completed
T5125,C1061,B0000,web,withdrawal,19.47,GBP,2018-01-06 04:37:00,completed
T5126,C1092,B0009,mobile,withdrawal,7.67,USD,2018-01-06 05:46:00,completed
T5127,C1001,B0012,web,deposit,5.69,USD,2018-01-06 06:52:00,completed
T5128,C1027,B0004,ATM,payment,14.07,USD,2018-01-06 08:12:00,completed
T5129,C1144,B0005,mobile,deposit,11.63,EUR,2018-01-06 08:38:00,completed
T5130,C1130,B0005,ATM,payment,26.64,EUR,2018-01-06 10:13:00,completed
T5131,C1074,B0009,mobile,deposit,103.27,USD,2018-01-06 10:52:00,completed
T5132,C1149,B0012,mobile,deposit,80.48,USD,2018-01-06 11:46:00,completed
T5133,C1067,B0001,ATM,transfer,18.22,USD,2018-01-06 12:44:00,completed
T5134,C1030,B0012,web,transfer,16.04,USD,2018-01-06 13:43:00,completed
T5135,C1072,B0005,ATM,transfer,33.49,EUR,2018-01-06 14:43:00,completed
T5136,C1086,B0010,web,withdrawal,23.37,USD,2018-01-06 15:33:00,completed
T5137,C1022,B0010,mobile,withdrawal,38.15,USD,2018-01-06 16:53:00,completed
T5138,C1151,B0010,web,payment,32.43,USD,2018-01-06 18:03:00,denied
T5139,C1103,B0003,web,withdrawal,60.58,USD,2018-01-06 19:44:00,completed
T5140,C1116,B0001,ATM,payment,60.87,USD,2018-01-06 20:58:00,completed
T5141,C1044,B0011,web,withdrawal,12.75,GBP,2018-01-06 22:06:00,completed
T5142,C1010,B0006,web,withdrawal,11.34,GBP,2018-01-06 23:03:00,completed
T5143,C1174,B0009,mobile,deposit,58.79,USD,2018-01-07 00:10:00,completed
T5144,C1178,B0014,mobile,withdrawal,40.17,AUD,2018-01-07 00:40:00,pending
T5145,C1081,B0010,ATM,withdrawal,8.48,USD,2018-01-07 01:54:00,completed
T5146,C1087,B0003,web,deposit,1.0,USD,2018-01-07 03:00:00,completed
T5147,C1085,B0011,web,withdrawal,32.75,GBP,2018-01-07 03:50:00,completed
T5148,C1127,B0011,ATM,withdrawal,19.75,GBP,2018-01-07 05:10:00,completed
T5149,C1088,B0003,ATM,payment,3.34,USD,2018-01-07 06:54:00,completed
T5150,C1052,B0014,ATM,payment,62.98,AUD,2018-01-07 07:28:00,pending
T5151,C1145,B0001,ATM,deposit,1.78,USD,2018-01-07 07:53:00,completed
T5152,C1018,B0010,mobile,deposit,4.03,USD,2018-01-07 08:52:00,completed
T5153,C1021,B0009,ATM,payment,19.77,USD,2018-01-07 10:43:00,completed
T5154,C1065,B0001,web,deposit,5.58,USD,2018-01-07 11:34:00,completed
T5155,C1070,B0008,ATM,transfer,15.91,USD,2018-01-07 12:50:00,pending
T5156,C1006,B0009,mobile,transfer,16.76,USD,2018-01-07 13:30:00,completed
T5157,C1161,B0011,mobile,transfer,33.6,GBP,2018-01-07 14:14:00,completed
T5158,C1085,B0001,mobile,withdrawal,71.16,USD,2018-01-07 14:38:00,completed
T5159,C1032,B0002,web,withdrawal,61.45,GBP,2018-01-07 15:57:00,completed
T5160,C1029,B0007,web,transfer,20.94,USD,2018-01-07 17:12:00,completed
T5161,C1000,B0014,ATM,payment,1.05,AUD,2018-01-07 18:08:00,completed
T5162,C1068,B0006,mobile,payment,4.7,GBP,2018-01-07 19:24:00,completed
T5163,C1017,B0000,web,payment,26.44,GBP,2018-01-07 20:09:00,completed
T5164,C1028,B0011,ATM,withdrawal,13.45,GBP,2018-01-07 20:59:00,completed
T5165,C1071,B0009,ATM,payment,51.17,USD,2018-01-07 21:36:00,completed
T5166,C1090,B0002,web,payment,2.48,GBP,2018-01-07 23:12:00,completed
T5167,C1084,B0000,mobile,withdrawal,23.13,GBP,2018-01-08 00:30:00,completed
T5168,C1171,B0008,ATM,withdrawal,15.22,USD,2018-01-08 01:30:00,completed
T5169,C1118,B0010,web,deposit,34.19,USD,2018-01-08 02:43:00,completed
T5170,C1092,B0003,mobile,withdrawal,23.98,USD,2018-01-08 03:27:00,completed
T5171,C1087,B0002,mobile,withdrawal,12.3,GBP,2018-01-08 04:36:00,pending
T5172,C1038,B0002,mobile,payment,30.86,GBP,2018-01-08 06:25:00,completed
T5173,C1035,B0009,web,deposit,14.8,USD,2018-01-08 06:59:00,completed
T5174,C1087,B0006,web,payment,13.98,GBP,2018-01-08 07:48:00,completed
T5175,C1094,B0009,ATM,deposit,8.15,USD,2018-01-08 08:40:00,completed
T5176,C1109,B0007,ATM,deposit,13.37,USD,2018-01-08 09:00:00,denied
T5177,C1037,B0001,mobile,payment,23.85,USD,2018-01-08 10:14:00,completed
T5178,C1038,B0008,mobile,deposit,34.83,USD,2018-01-08 11:06:00,completed
T5179,C1160,B0011,web,transfer,43.28,GBP,2018-01-08 12:37:00,completed
T5180,C1022,B0007,branch,withdrawal,16.45,USD,2018-01-08 13:38:00,completed
T5181,C1016,B0000,ATM,transfer,6.65,GBP,2018-01-08 15:04:00,completed
T5182,C1097,B0013,web,transfer,30.02,GBP,2018-01-08 15:52:00,completed
T5183,C1167,B0000,ATM,transfer,39.32,GBP,2018-01-08 17:13:00,completed
T5184,C1063,B0009,web,payment,16.24,USD,2018-01-08 18:33:00,completed
T5185,C1074,B0005,web,withdrawal,61.3,EUR,2018-01-08 19:44:00,completed
T5186,C1168,B0010,web,payment,43.53,USD,2018-01-08 21:18:00,completed
T5187,C1068,B0010,mobile,withdrawal,35.05,USD,2018-01-08 21:52:00,completed
T5188,C1146,B0000,ATM,withdrawal,2.16,GBP,2018-01-08 23:16:00,completed
T5189,C1000,B0008,mobile,withdrawal,32.06,USD,2018-01-08 23:57:00,completed
T5190,C1105,B0010,web,deposit,10.39,USD,2018-01-09 01:33:00,completed
T5191,C1004,B0003,ATM,withdrawal,51.76,USD,2018-01-09 02:43:00,completed
T5192,C1098,B0004,ATM,withdrawal,61.16,USD,2018-01-09 04:24:00,pending
T5193,C1094,B0010,web,deposit,36.26,USD,2018-01-09 05:26:00,completed
T5194,C1101,B0007,mobile,deposit,2.44,USD,2018-01-09 05:58:00,completed
T5195,C1021,B0010,mobile,deposit,8.0,USD,2018-01-09 07:09:00,completed
T5196,C1157,B0012,web,deposit,3.59,USD,2018-01-09 08:08:00,completed
T5197,C1090,B0014,ATM,deposit,17.48,AUD,2018-01-09 08:51:00,completed
T5198,C1168,B0014,mobile,payment,23.95,AUD,2018-01-09 10:08:00,denied
T5199,C1011,B0002,branch,payment,73.08,GBP,2018-01-09 11:55:00,completed
T5200,C1028,B0011,mobile,withdrawal,3.95,GBP,2018-01-09 12:10:00,completed
T5201,C1157,B0004,ATM,transfer,1.57,USD,2018-01-09 13:02:00,denied
T5202,C1047,B0012,ATM,transfer,8.73,USD,2018-01-09 13:51:00,completed
T5203,C1084,B0014,ATM,withdrawal,55.73,AUD,2018-01-09 14:39:00,completed
T5204,C1125,B0002,branch,transfer,39.66,GBP,2018-01-09 15:07:00,denied
T5205,C1099,B0008,ATM,transfer,56.84,USD,2018-01-09 16:02:00,completed
T5206,C1137,B0011,web,transfer,32.09,GBP,2018-01-09 17:44:00,completed
T5207,C1105,B0012,web,payment,,USD,2018-01-09 19:24:00,pending
T5208,C1083,B0010,mobile,payment,3.29,USD,2018-01-09 20:03:00,completed
T5209,C1009,B0005,web,withdrawal,23.03,EUR,2018-01-09 20:56:00,pending
T5210,C1146,B0009,web,withdrawal,88872.31,USD,2018-01-09 21:58:00,completed
T5211,C1139,B0013,mobile,payment,49.16,GBP,2018-01-09 23:17:00,completed
T5212,C1112,B0010,web,withdrawal,1.33,USD,2018-01-09 23:29:00,completed
T5213,C1140,B0013,mobile,withdrawal,1.73,GBP,2018-01-10 00:45:00,completed
T5214,C1138,B0006,mobile,deposit,11.13,,2018-01-10 01:40:00,pending
T5215,C1031,B0000,web,withdrawal,36.27,GBP,2018-01-10 02:18:00,completed
T5216,C1092,B0003,ATM,withdrawal,19759.27,USD,2018-01-10 03:24:00,completed
T5217,C1058,B0008,ATM,deposit,92.92,USD,2018-01-10 04:14:00,completed
T5218,C1082,B0012,mobile,withdrawal,26.14,USD,2018-01-10 05:25:00,completed
T5219,C1168,B0010,mobile,deposit,83813.91,USD,2018-01-10 06:33:00,completed
T5220,C1155,B0011,ATM,deposit,50.76,GBP,2018-01-10 08:07:00,completed
T5221,C1019,B0005,web,deposit,28.07,EUR,2018-01-10 09:26:00,completed
T5222,C1158,B0013,ATM,deposit,47.38,GBP,2018-01-10 10:22:00,completed
T5223,C1066,B0000,ATM,payment,3.54,GBP,2018-01-10 11:47:00,completed
T5224,C1038,B0010,ATM,transfer,41.06,USD,2018-01-10 13:01:00,completed
T5225,C1063,B0004,ATM,withdrawal,23.84,USD,2018-01-10 14:25:00,completed
T5226,C1172,B0001,mobile,withdrawal,28.43,USD,2018-01-10 15:20:00,completed
T5227,C1126,B0011,web,transfer,22.26,GBP,2018-01-10 16:05:00,completed
T5228,C1093,B0013,ATM,withdrawal,41699.56,GBP,2018-01-10 17:31:00,pending
T5229,C1129,B0007,mobile,withdrawal,82.32,USD,2018-01-10 18:27:00,pending
T5230,C1015,B0001,mobile,withdrawal,39.68,USD,2018-01-10 19:40:00,completed
T5231,C1082,B0001,web,withdrawal,15.01,USD,2018-01-10 21:20:00,completed
T5232,C1024,B0003,mobile,withdrawal,91.95,USD,2018-01-10 22:25:00,denied
T5233,C1099,B0010,mobile,payment,25.0,USD,2018-01-10 23:26:00,completed
T5234,C1079,B0000,web,withdrawal,104.67,GBP,2018-01-11 01:05:00,pending
T5235,C1157,B0004,web,deposit,48.84,USD,2018-01-11 02:08:00,completed
T5236,C1036,B0005,web,withdrawal,31819.87,EUR,2018-01-11 03:13:00,completed
T5237,C1053,B0007,mobile,deposit,20.99,USD,2018-01-11 03:54:00,completed
T5238,C1102,B0004,mobile,withdrawal,1.77,USD,2018-01-11 04:54:00,completed
T5239,C1001,B0004,mobile,payment,11.6,USD,2018-01-11 06:35:00,pending
T5240,C1158,B0009,mobile,payment,87457.45,USD,2018-01-11 07:37:00,pending
T5241,C1019,B0011,web,payment,2.32,GBP,2018-01-11 08:21:00,completed
T5242,C1163,B0000,mobile,deposit,48.8,GBP,2018-01-11 09:07:00,completed
T5243,C1112,B0014,branch,payment,8.1,AUD,2018-01-11 09:35:00,completed
T5244,C1130,B0013,web,deposit,73.99,GBP,2018-01-11 10:42:00,completed
T5245,C1009,B0003,mobile,deposit,7.54,USD,2018-01-11 11:46:00,completed
T5246,C1133,B0013,mobile,withdrawal,11.38,GBP,2018-01-11 12:45:00,completed
T5247,C1041,B0005,ATM,transfer,45.53,EUR,2018-01-11 13:05:00,completed
T5248,C1103,B0002,web,withdrawal,34.33,GBP,2018-01-11 14:50:00,completed
T5249,C1077,B0009,branch,withdrawal,10.65,USD,2018-01-11 16:22:00,pending
T5250,C1062,B0010,ATM,transfer,21.04,USD,2018-01-11 17:30:00,completed
T5251,C1050,B0014,mobile,transfer,4.4,AUD,2018-01-11 17:47:00,denied
T5252,C1068,B0005,ATM,payment,81.53,EUR,2018-01-11 18:55:00,completed
T5253,C1177,B0011,web,payment,16.73,GBP,2018-01-11 20:07:00,denied
T5254,C1085,B0013,ATM,withdrawal,8.22,GBP,2018-01-11 21:24:00,completed
T5255,C1028,B0000,mobile,payment,37.23,GBP,2018-01-11 22:09:00,completed
T5256,C1004,B0009,ATM,payment,1.0,USD,2018-01-11 23:55:00,completed
T5257,C1057,B0004,web,deposit,9.43,USD,2018-01-12 00:22:00,completed
T5258,C1152,B0011,ATM,withdrawal,20.23,GBP,2018-01-12 01:46:00,completed
T5259,C1155,B0011,mobile,withdrawal,57.7,GBP,2018-01-12 02:55:00,completed
T5260,C1126,B0010,web,deposit,13.23,USD,2018-01-12 03:54:00,completed
T5261,C1062,B0010,web,deposit,43.41,USD,2018-01-12 05:27:00,completed
T5262,C1109,B0003,web,deposit,29.31,USD,2018-01-12 06:02:00,completed
T5263,C1073,B0011,ATM,payment,30.33,GBP,2018-01-12 07:07:00,completed
T5264,C1164,B0000,mobile,payment,11.17,GBP,2018-01-12 08:11:00,completed
T5265,C1046,B0010,ATM,deposit,51.22,USD,2018-01-12 09:23:00,completed
T5266,C1094,B0003,web,payment,34.55,USD,2018-01-12 10:38:00,completed
T5267,C1056,B0006,mobile,payment,3.82,GBP,2018-01-12 11:51:00,completed
T5268,C1023,B0008,web,withdrawal,51.11,USD,2018-01-12 12:44:00,completed
T5269,C1082,B0008,branch,withdrawal,18.17,USD,2018-01-12 13:02:00,completed
T5270,C1154,B0000,web,withdrawal,50.69,GBP,2018-01-12 14:16:00,completed
T5271,C1033,B0006,ATM,withdrawal,22.49,GBP,2018-01-12 15:17:00,completed
T5272,C1124,B0011,branch,withdrawal,19.56,GBP,2018-01-12 15:37:00,completed
T5273,C1049,B0014,ATM,transfer,12.96,AUD,2018-01-12 16:44:00,completed
T5274,C1034,B0000,ATM,transfer,15.48,GBP,2018-01-12 17:50:00,completed
T5275,C1170,B0010,mobile,withdrawal,24.25,USD,2018-01-12 19:30:00,completed
T5276,C1027,B0001,ATM,payment,1.91,USD,2018-01-12 20:31:00,completed
T5277,C1088,B0012,ATM,payment,18.66,USD,2018-01-12 21:23:00,completed
T5278,C1130,B0008,web,payment,3.32,USD,2018-01-12 22:08:00,completed
T5279,C1158,B0001,mobile,payment,1.18,USD,2018-01-12 22:45:00,completed
T5280,C1110,B0002,ATM,withdrawal,24.05,GBP,2018-01-13 00:09:00,completed
T5281,C1040,B0004,ATM,deposit,23.47,USD,2018-01-13 01:27:00,completed
T5282,C1051,B0007,mobile,deposit,9.24,USD,2018-01-13 01:50:00,completed
T5283,C1069,B0002,web,deposit,14.0,GBP,2018-01-13 03:23:00,completed
T5284,C1071,B0007,ATM,deposit,20.02,USD,2018-01-13 03:39:00,completed
T5285,C1002,B0009,mobile,withdrawal,1.2,USD,2018-01-13 04:46:00,pending
T5286,C1151,B0009,web,withdrawal,42.03,USD,2018-01-13 05:35:00,completed
T5287,C1058,B0012,mobile,payment,20.72,USD,2018-01-13 06:48:00,completed
T5288,C1138,B0007,web,deposit,66.8,USD,2018-01-13 08:27:00,completed
T5289,C1097,B0001,ATM,payment,64.98,USD,2018-01-13 08:58:00,completed
T5290,C1060,B0006,ATM,deposit,6.32,GBP,2018-01-13 09:40:00,completed
T5291,C1087,B0012,web,deposit,53.94,USD,2018-01-13 10:11:00,pending
T5292,C1177,B0005,mobile,payment,48.39,EUR,2018-01-13 11:01:00,completed
T5293,C1119,B0008,ATM,withdrawal,23.59,USD,2018-01-13 12:20:00,pending
T5294,C1008,B0001,web,withdrawal,10.9,USD,2018-01-13 13:00:00,completed
T5295,C1066,B0004,mobile,transfer,59.33,USD,2018-01-13 13:56:00,pending
T5296,C1019,B0011,ATM,withdrawal,19.99,GBP,2018-01-13 14:47:00,completed
T5297,C1150,B0008,mobile,transfer,20.15,USD,2018-01-13 15:47:00,completed
T5298,C1059,B0003,web,withdrawal,7.4,USD,2018-01-13 16:22:00,completed
T5299,C1127,B0012,web,transfer,43.24,USD,2018-01-13 17:29:00,completed
T5300,C1020,B0000,mobile,withdrawal,10.12,GBP,2018-01-13 18:27:00,completed
T5301,C1175,B0005,ATM,payment,10.05,EUR,2018-01-13 19:34:00,completed
T5302,C1115,B0009,web,withdrawal,13.8,USD,2018-01-13 20:14:00,completed
T5303,C1175,B0003,ATM,payment,50.24,USD,2018-01-13 20:50:00,completed
T5304,C1080,B0003,ATM,payment,61.51,USD,2018-01-13 20:57:00,completed
T5305,C1075,B0006,web,payment,31796.97,GBP,2018-01-13 22:30:00,completed
T5306,C1102,B0002,ATM,withdrawal,17.45,GBP,2018-01-13 23:06:00,completed
T5307,C1118,B0009,web,payment,16.21,USD,2018-01-13 23:55:00,completed
T5308,C1035,B0010,mobile,deposit,91.44,USD,2018-01-14 01:08:00,completed
T5309,C1012,B0006,ATM,withdrawal,13.33,GBP,2018-01-14 01:57:00,pending
T5310,C1173,B0004,ATM,withdrawal,18.27,USD,2018-01-14 02:45:00,completed
T5311,C1028,B0007,ATM,deposit,60.86,USD,2018-01-14 04:13:00,denied
T5312,C1010,B0006,ATM,withdrawal,2.91,GBP,2018-01-14 04:46:00,completed
T5313,C1015,B0012,ATM,payment,69.73,USD,2018-01-14 06:01:00,pending
T5314,C1163,B0005,ATM,deposit,19.43,EUR,2018-01-14 06:21:00,completed
T5315,C1169,B0003,ATM,deposit,15.12,USD,2018-01-14 07:12:00,denied
T5316,C1142,B0011,web,deposit,50.63,GBP,2018-01-14 07:31:00,completed
T5317,C1179,B0001,ATM,payment,38.18,USD,2018-01-14 08:41:00,completed
T5318,C1175,B0009,mobile,payment,54.18,USD,2018-01-14 09:01:00,completed
T5319,C1136,B0005,web,payment,10.18,EUR,2018-01-14 09:59:00,completed
T5320,C1093,B0001,web,deposit,10.49,USD,2018-01-14 11:13:00,completed
T5321,C1143,B0007,web,transfer,50.62,USD,2018-01-14 12:01:00,completed
